Host,Name,IP,Groups,Tags
CL-PLD-COP-CAM-220,CL-PLD-COP-CAM-220,10.152.30.161,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-220,location:CORY NVL M1"
CL-PLD-COP-CAM-221,CL-PLD-COP-CAM-221,10.152.30.56,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-221,location:WILLIOT NVL M1"
CL-PLD-COP-CAM-222,CL-PLD-COP-CAM-222,10.152.30.139,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-222,location:PASILLO DOITE NVL M3"
CL-PLD-COP-CAM-224,CL-PLD-COP-CAM-224,10.152.31.251,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-224,location:SALA DE DETENIDOS"
CL-PLD-COP-CAM-225,CL-PLD-COP-CAM-225,10.152.30.215,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-225,location:ESCALA ELECTRICA NVL M2"
CL-PLD-COP-CAM-226,CL-PLD-COP-CAM-226,10.152.31.45,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-226,location:CAJERO BANCO FALABELLA NVL M3"
CL-PLD-COP-CAM-227,CL-PLD-COP-CAM-227,10.152.31.120,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-227,location:ASCENSOR A8"
CL-PLD-COP-CAM-228,CL-PLD-COP-CAM-228,10.152.31.119,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-228,location:ASCENSOR A7"
CL-PLD-COP-CAM-229,CL-PLD-COP-CAM-229,10.152.31.26,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-229,location:SALA DE BOMBAS NVL P5"
CL-PLD-COP-CAM-230,CL-PLD-COP-CAM-230,10.152.31.27,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-230,location:SALA DE INCENDIOS NVL P5"
CL-PLD-COP-CAM-231,CL-PLD-COP-CAM-231,10.152.31.23,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-231,location:ANDEN DE CARGA NVL M0"
CL-PLD-COP-CAM-232,CL-PLD-COP-CAM-232,10.152.31.40,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-232,location:EXTERIOR E-COMERCE NVL P2"
CL-PLD-COP-CAM-237,CL-PLD-COP-CAM-237,10.152.31.32,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-237,location:ASCENSOR A4"
CL-PLD-COP-CAM-239,CL-PLD-COP-CAM-239,10.152.31.34,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-239,location:ASCENSOR A5"
CL-PLD-COP-CAM-240,CL-PLD-COP-CAM-240,10.152.31.36,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-240,location:MONTACARGA M1"
CL-PLD-COP-CAM-241,CL-PLD-COP-CAM-241,10.152.31.37,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-241,location:MONTACARGAS M2"
CL-PLD-COP-CAM-244,CL-PLD-COP-CAM-244,10.152.31.50,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-242,location:ASCENSOR A9"
CL-PLD-COP-CAM-245,CL-PLD-COP-CAM-245,10.152.31.35,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-245,location:MONTACARGAS M4"
CL-PLD-COP-CAM-246,CL-PLD-COP-CAM-246,10.152.31.51,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-246,location:ASCENSOR A11"
CL-PLD-COP-CAM-247,CL-PLD-COP-CAM-247,10.152.31.52,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-247,location:ASCENSOR A12"
CL-PLD-COP-CAM-249,CL-PLD-COP-CAM-249,10.152.31.177,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-249,location:PASILLO NATURA"
CL-PLD-COP-CAM-34,CL-PLD-COP-CAM-34,10.152.31.100,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-34,location:MONTACARGA HD NVL M2"
CL-PLD-COP-CAM-35,CL-PLD-COP-CAM-35,10.152.31.145,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-35,location:ADMINISTRACION INTERIOR NVL M2"
CL-PLD-COP-CAM-36,CL-PLD-COP-CAM-36,10.152.30.131,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-36,location:PASILLO JOYERIA Y ESPARTA NVL M2"
CL-PLD-COP-CAM-37,CL-PLD-COP-CAM-37,10.152.31.114,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-37,location:JOYERIA  ETERNAL LOVE M2"
CL-PLD-COP-CAM-38,CL-PLD-COP-CAM-38,10.152.30.163,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-38,location:BURBUJAS M2"
CL-PLD-COP-CAM-39,CL-PLD-COP-CAM-39,10.152.31.91,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-39,location:BURBUJAS INFINITY M2"
CL-PLD-COP-CAM-40,CL-PLD-COP-CAM-40,10.152.31.185,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-40,location:PASILLO  SPARTA M2"
CL-PLD-COP-CAM-42,CL-PLD-COP-CAM-42,10.152.31.125,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-42,location:PASILLO RIPLEY NVL M2"
CL-PLD-COP-CAM-43,CL-PLD-COP-CAM-43,10.152.31.41,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-234,location:PASILLO MOVISTAR NVL M0"
CL-PLD-COP-CAM-45,CL-PLD-COP-CAM-45,10.152.30.149,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-45,location:ASCENSORES  GMO NVL M2"
CL-PTR-PK-SW-12,CL-PTR-PK-SW-12,10.124.2.14,"CL-PTR-PK, switch","marca:aruba, red:parking, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-PLD-COP-CAM-46,CL-PLD-COP-CAM-46,10.152.31.192,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-46,location:GMO NVL M2"
CL-PLD-COP-CAM-48,CL-PLD-COP-CAM-48,10.152.30.180,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-48,location:ASCENSORES LA CAV NVL M2"
CL-PLD-COP-CAM-49,CL-PLD-COP-CAM-49,10.152.30.178,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-49,location:PASILLO RIPLEY NVL M2"
CL-PLD-COP-CAM-50,CL-PLD-COP-CAM-50,10.152.30.185,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-50,location:ESCALAS ELECTRICAS M2"
CL-PLD-COP-CAM-51,CL-PLD-COP-CAM-51,10.152.31.250,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-51,location:ACCESO ADMINISTRACION NVL M2"
CL-PLD-COP-CAM-52,CL-PLD-COP-CAM-52,10.152.31.189,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-52,location:PASILLO RIPLEY NVL M2"
CL-PLD-COP-CAM-53,CL-PLD-COP-CAM-53,10.152.30.45,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-53,location:PASILLO TECNICO NVL M3"
CL-PLD-COP-CAM-63,CL-PLD-COP-CAM-63,10.152.31.219,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-63,location:100% FUTBOLL NVL M3"
CL-PLD-COP-CAM-64,CL-PLD-COP-CAM-64,10.152.30.93,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-64,location:PASILLO RIPLEY NVL M3"
CL-PLD-COP-CAM-65,CL-PLD-COP-CAM-65,10.152.31.166,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-114,location:MANPARAS RIPLEY NVL P3"
CL-PLD-COP-CAM-66,CL-PLD-COP-CAM-66,10.152.31.137,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-66,location:ASCENSORES FALABELLA NVL M3 - 22"
CL-PLD-COP-CAM-67,CL-PLD-COP-CAM-67,10.152.30.174,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-67,location:CLICK AND COLLECT"
CL-PLD-COP-CAM-68,CL-PLD-COP-CAM-68,10.152.30.135,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-68,location:DOMO PLAZA CNTRAL NVL M1-33"
CL-PLD-COP-CAM-69,CL-PLD-COP-CAM-69,10.152.30.177,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-69,location:ESCALA  CARLS  JR NVL M3 27"
CL-PLD-COP-CAM-71,CL-PLD-COP-CAM-71,10.152.30.35,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-71,location:MANPARAS PASILLO RIPLEY NVL M3"
CL-PLD-COP-CAM-72,CL-PLD-COP-CAM-72,10.152.30.127,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-72,location:BODEGA FALABELLA"
CL-PLD-COP-CAM-74,CL-PLD-COP-CAM-74,10.152.31.95,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-74,location:PASILLO FALABELLA NVL M3"
CL-PLD-COP-CAM-75,CL-PLD-COP-CAM-75,10.152.30.189,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-75,location:PASILLO RIPLEY NVL M3"
CL-PLD-COP-CAM-76,CL-PLD-COP-CAM-76,10.152.31.71,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-76,location:CAM-M3-50"
CL-PLD-COP-CAM-77,CL-PLD-COP-CAM-77,10.152.30.76,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-77,location:FALSO NVL P1"
CL-PLD-COP-CAM-78,CL-PLD-COP-CAM-78,10.152.30.58,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-78,location:TUNEL NVL P1"
CL-PLD-COP-CAM-79,CL-PLD-COP-CAM-79,10.152.31.42,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-79,location:FALSO NVL P1"
CL-PLD-COP-CAM-81,CL-PLD-COP-CAM-81,10.152.31.9,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-81,location:ENTRADA A BODEGA NVL  P2-24"
CL-PLD-COP-CAM-82,CL-PLD-COP-CAM-82,10.152.30.172,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-82,location:JOYERIA BOHEMME NVL M2"
CL-PLD-COP-CAM-92,CL-PLD-COP-CAM-92,10.152.31.65,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-92,location:FALSO NVL P2"
CL-PLD-COP-CAM-94,CL-PLD-COP-CAM-94,10.152.30.202,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-94,location:ACCESO A  RIPLEY NVL P2"
CL-PLD-COP-CAM-95,CL-PLD-COP-CAM-95,10.152.31.126,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-95,location:CLINICA BELENUS NVL P2"
CL-PLD-COP-CAM-96,CL-PLD-COP-CAM-96,10.152.30.52,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-96,location:ASCENSOR HOMECENTER NVL -1"
CL-PLD-COP-CAM-97,CL-PLD-COP-CAM-97,10.152.30.63,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-97,location:LETREROS NVL P2"
CL-PLD-COP-CAM-98,CL-PLD-COP-CAM-98,10.152.30.38,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-98,location:SALIDA EMERGENCIA NVL P2"
CL-PLD-COP-CAM-253,CL-PLD-COP-CAM-253,10.152.30.217,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-253,location:ESCALA ELECTRICA BAJADA TORTA CENTRAL NVL M2"
CL-PLD-COP-CAM-254,CL-PLD-COP-CAM-254,10.152.30.218,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-254,location:ESCALA ELECTRICA BAJADA TORTA CENTRAL NVL M2"
CL-PLD-COP-CAM-256,CL-PLD-COP-CAM-256,10.152.30.220,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-256,location:ESCALA ELECTRICA SUBIDA TORTA CENTRAL NVL M1"
CL-PLD-COP-CAM-257,CL-PLD-COP-CAM-257,10.152.30.221,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-257,location:ESCALA ELECTRICA SUBIDA TORTA CENTRAL NVL M3"
CL-PLD-COP-CAM-258,CL-PLD-COP-CAM-258,10.152.30.222,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-258,location:ESCALA ELECTRICA BAJADA TORTA CENTRAL NVL M3"
CL-PLD-COP-CAM-259,CL-PLD-COP-CAM-259,10.152.30.193,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-259,location:DOMO TALAVERAS 2"
CL-PLD-COP-CAM-260,CL-PLD-COP-CAM-260,10.152.31.197,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-260,location:PUNTO DELIVERY NVL P2"
CL-PLD-COP-CAM-261,CL-PLD-COP-CAM-261,10.152.31.175,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-261,location:DOMO PASILLO AMERICANINO NVL M3"
CL-PTR-PK-SW-13,CL-PTR-PK-SW-13,10.124.2.15,"CL-PTR-PK, switch","marca:aruba, red:parking, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-PLD-COP-CAM-234,CL-PLD-COP-CAM-234,10.152.31.75,CL-PLD-COP,
CL-PLD-COP-CAM-262,CL-PLD-COP-CAM-262,10.152.31.83,CL-PLD-COP,
CL-PLD-COP-CIT-13,CL-PLD-COP-CIT-13,10.160.37.11,"CL-PLD-COP, CITOFONIA","componente:CL-PLD-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CIT-13,location:ASCENSOR A9"
CL-PLD-COP-CAM-153,CL-PLD-COP-CAM-153,10.152.31.202,CL-PLD-COP,
CL-PLD-COP-CIT-5,CL-PLD-COP-CIT-5,10.160.37.7,"CL-PLD-COP, CITOFONIA","componente:CL-PLD-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CIT-5,location:ASCENSOR A11"
CL-PLD-COP-CIT-20,CL-PLD-COP-CIT-20,10.160.37.29,"CL-PLD-COP, CITOFONIA","componente:CL-PLD-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CIT-20,location:ASCENSOR A5"
CL-PLD-COP-CIT-11,CL-PLD-COP-CIT-11,10.160.37.13,"CL-PLD-COP, CITOFONIA","componente:CL-PLD-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CIT-11,location:ASCENSOR A8"
CL-PLD-COP-CAM-18,CL-PLD-COP-CAM-18,10.152.31.193,CL-PLD-COP,
CL-PLD-COP-CAM-158,CL-PLD-COP-CAM-158,10.152.31.111,CL-PLD-COP,
CL-PLD-COP-CAM-31,CL-PLD-COP-CAM-31,10.152.31.98,CL-PLD-COP,
CL-PLD-COP-CAM-157,CL-PLD-COP-CAM-157,10.152.31.190,CL-PLD-COP,
CL-PLD-COP-CAM-134,CL-PLD-COP-CAM-134,10.152.30.78,CL-PLD-COP,
CL-PLD-COP-CAM-175,CL-PLD-COP-CAM-175,10.152.31.210,CL-PLD-COP,
CL-PLD-COP-CIT-6,CL-PLD-COP-CIT-6,10.160.37.8,"CL-PLD-COP, CITOFONIA","componente:CL-PLD-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CIT-6,location:ASCENSOR A12"
CL-PLD-COP-CAM-263,CL-PLD-COP-CAM-263,10.152.31.82,CL-PLD-COP,
CL-PLD-COP-CAM-106,CL-PLD-COP-CAM-106,10.152.30.50,CL-PLD-COP,
CL-PLD-COP-CAM-179,CL-PLD-COP-CAM-179,10.152.31.160,CL-PLD-COP,
CL-PLD-COP-CAM-186,CL-PLD-COP-CAM-186,10.152.31.84,CL-PLD-COP,
CL-PLD-COP-CAM-194,CL-PLD-COP-CAM-194,10.152.30.130,CL-PLD-COP,
CL-PLD-COP-CAM-198,CL-PLD-COP-CAM-198,10.152.30.159,CL-PLD-COP,
CL-PLD-COP-CAM-32,CL-PLD-COP-CAM-32,10.152.30.119,CL-PLD-COP,
CL-PLD-COP-CAM-141,CL-PLD-COP-CAM-141,10.152.31.94,CL-PLD-COP,
CL-PLD-COP-CAM-144,CL-PLD-COP-CAM-144,10.152.30.98,CL-PLD-COP,
CL-PLD-COP-CAM-242,CL-PLD-COP-CAM-242,10.152.31.173,CL-PLD-COP,
CL-PLD-COP-CIT-7,CL-PLD-COP-CIT-7,10.160.37.9,"CL-PLD-COP, CITOFONIA","componente:CL-PLD-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CIT-7,location:ASCENSOR A13"
CL-PLD-COP-CIT-21,CL-PLD-COP-CIT-21,10.160.37.62,"CL-PLD-COP, CITOFONIA","componente:CL-PLD-COP-CIT, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CIT-21,location:Operaciones"
