Host,Name,IP,Groups,Tags
CL-PLD-COP-CAM-121,CL-PLD-COP-CAM-121,10.152.30.33,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-121,location:SALIDA  EMERGENCIA P4"
CL-PLD-COP-CAM-122,CL-PLD-COP-CAM-122,10.152.30.55,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-122,location:DOMO PASILLO NVL P4"
CL-PLD-COP-CAM-123,CL-PLD-COP-CAM-123,10.152.30.60,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-123,location:SALA ELECTRICA NVL P4"
CL-PLD-COP-CAM-124,CL-PLD-COP-CAM-124,10.152.30.57,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-124,location:ENTRADA PADRE HURTADO NVL P4"
CL-PLD-COP-CAM-125,CL-PLD-COP-CAM-125,10.152.30.110,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-125,location: ASCENSOR INTEGRAMEDIA NVL P4"
CL-PLD-COP-CAM-126,CL-PLD-COP-CAM-126,10.152.30.32,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-126,location:SALIDA EMERGENCIA NVL P4"
CL-PLD-COP-CAM-127,CL-PLD-COP-CAM-127,10.152.31.215,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-127,location:PASILLO  D-3  PEATONAL NVL P4"
CL-PLD-COP-CAM-128,CL-PLD-COP-CAM-128,10.152.30.24,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-128,location:PASILLO MANPARAS TOTTUS NVL P4"
CL-PLD-COP-CAM-129,CL-PLD-COP-CAM-129,10.152.31.150,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-129,location:SALIDA EMERGENCIA NVL -3 P4-17"
CL-PLD-COP-CAM-130,CL-PLD-COP-CAM-130,10.152.30.94,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-130,location:MAMPARAS PEATONAL NVL P4"
CL-PLD-COP-CAM-131,CL-PLD-COP-CAM-131,10.152.31.69,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-131,location:SALIDA EMERGENCIA NVL P4"
CO-PMA-TI-AP1,CO-PMA-TI-AP1,192.168.71.10,"CO-PMA-TI, AP","marca:cisco, modelo:AIR-AP2802I-A-K9"
CO-PMA-TI-WLC,CO-PMA-TI-WLC,192.168.71.9,"CO-PMA-TI, wlc",
CL-PLD-COP-CAM-132,CL-PLD-COP-CAM-132,10.152.30.104,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-132,location:PASILLOS NVL P4"
CL-PLD-COP-CAM-133,CL-PLD-COP-CAM-133,10.152.30.54,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-133,location:PASILLO NVL P5"
CL-PLD-COP-CAM-135,CL-PLD-COP-CAM-135,10.152.30.43,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-135,location:SALIDA EMERGENCIA NVL P5"
CL-PLD-COP-CAM-136,CL-PLD-COP-CAM-136,10.152.30.53,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-136,location:DOMO SALA ELECTRICA NVL P5"
CL-PLD-COP-CAM-137,CL-PLD-COP-CAM-137,10.152.30.77,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-137,location:PASILLO NVL P5"
PE-CM-TI-AP-32,PE-CM-TI-AP-32,10.223.6.36,"PE-CM-TI, AP","modelo:C9130AXI-A, marca:cisco"
CL-PLD-COP-CAM-138,CL-PLD-COP-CAM-138,10.152.30.158,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-138,location:PASILLO NVL P5"
CL-PLD-COP-CAM-139,CL-PLD-COP-CAM-139,10.152.30.116,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-139,location:ASCENSOR INTEGRAMEDICA NVL P5"
CL-PLD-COP-CAM-140,CL-PLD-COP-CAM-140,10.152.31.68,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-140,location:SALIDA EMERGENCIA NVL P5"
CL-PLD-COP-CAM-143,CL-PLD-COP-CAM-143,10.152.30.95,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-143,location:MANPARAS  RIPLEY P5-16"
CL-PLD-COP-CAM-145,CL-PLD-COP-CAM-145,10.152.30.97,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-145,location:ESTACIONAMIENTO DISCAPASITADOS NVL P5"
CL-PLD-COP-CAM-146,CL-PLD-COP-CAM-146,10.152.30.100,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-146,location:SALIDA EMERGENCIA NVL P5"
CL-PLD-COP-CAM-147,CL-PLD-COP-CAM-147,10.152.30.96,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-147,location:PASILLO NVL P5"
CL-PLD-COP-CAM-148,CL-PLD-COP-CAM-148,10.152.30.92,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-148,location:PASILLO NVL P5"
CL-PLD-COP-CAM-149,CL-PLD-COP-CAM-149,10.152.31.72,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-149,location:EXTERIOR INTEGRAMEDICA"
CL-PLD-COP-CAM-150,CL-PLD-COP-CAM-150,10.152.31.147,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-150,location:BICICLETERO"
CL-PLD-COP-CAM-152,CL-PLD-COP-CAM-152,10.152.31.199,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-152,location:DOMO TALAVERAS CU02"
PE-CM-TI-WLC,PE-CM-TI-WLC,10.223.8.66,"PE-CM-TI, wlc",
CL-PLD-COP-CAM-154,CL-PLD-COP-CAM-154,10.152.31.132,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-154,location:DOMO JARDINERAS P HURTADO CU 05"
CL-PLD-COP-CAM-155,CL-PLD-COP-CAM-155,10.152.30.245,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-155,location:DOMO ALFA 2 SAL P HURTADO CU 06"
CL-PLD-COP-CAM-156,CL-PLD-COP-CAM-156,10.152.31.203,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-156,location:DOMO PADRE HURTADO CU 07"
CL-PLD-COP-CAM-160,CL-PLD-COP-CAM-160,10.152.30.21,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-160,location:ALFA 2 P HURTADO CU 11"
CL-PLD-COP-CAM-161,CL-PLD-COP-CAM-161,10.152.30.207,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-161,location:SALA DE SERVIDORES NVL MZ"
CL-PLD-COP-CAM-165,CL-PLD-COP-CAM-165,10.152.31.144,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-165,location:TUNEL PADRE HURTADO"
CL-PLD-COP-CAM-166,CL-PLD-COP-CAM-166,10.152.31.143,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-166,location:TUNEL PADRE HURTADO"
PE-MAQ-TI-ACC-07,PE-MAQ-TI-ACC-07,192.168.50.208,"PE-MAQ-TI, FLUJOS","componente:PE-MAQ-TI-ACC, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:maq,criticality:critical,status:error,name:PE-MAQ-TI-ACC-0,location:ASCENSORES TRIPLE P -2"
PE-MAQ-COP-UPS-RACK1,PE-MAQ-COP-UPS-RACK1,10.255.25.201,PE-MAQ-COP,
PE-MAQ-TI-ACC-08,PE-MAQ-TI-ACC-08,192.168.50.209,"PE-MAQ-TI, FLUJOS","componente:PE-MAQ-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:maq,criticality:normal,status:error,name:PE-MAQ-TI-ACC-0,location:"
PE-MAQ-TI-ACC-09,PE-MAQ-TI-ACC-09,192.168.50.210,"PE-MAQ-TI, FLUJOS","componente:PE-MAQ-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:maq,criticality:normal,status:error,name:PE-MAQ-TI-ACC-0,location:"
PE-MAQ-COP-UPS-RACK7,PE-MAQ-COP-UPS-RACK7,10.255.25.204,PE-MAQ-COP,
CL-PTR-PK-SW-09,CL-PTR-PK-SW-09,10.124.2.11,"CL-PTR-PK, switch","marca:aruba, modelo:2530-24G-PoE+, red:parking"
CL-PLD-COP-CAM-167,CL-PLD-COP-CAM-167,10.152.31.165,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-167,location:PASILLO NVL P3"
CL-PTR-PK-SW-10,CL-PTR-PK-SW-10,10.124.2.12,"CL-PTR-PK, switch","marca:aruba, modelo:2530-24G-PoE+, red:parking"
CL-PLD-COP-CAM-168,CL-PLD-COP-CAM-168,10.152.30.68,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-168,location:MAMPARAS ACCESO TOTTUS NVL P2"
CL-PLD-COP-CAM-169,CL-PLD-COP-CAM-169,10.152.30.123,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-169,location:FERIA CHILENA DEL LIBRO NVL M1"
CL-PLD-COP-CAM-170,CL-PLD-COP-CAM-170,10.152.30.117,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-170,location:RAMPLA NVL P3"
CL-PLD-COP-CAM-171,CL-PLD-COP-CAM-171,10.152.30.23,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-171,location:TUNEL SALIDA COLON"
CL-PLD-COP-CAM-172,CL-PLD-COP-CAM-172,10.152.31.178,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-172,location:CAM-M2-26"
CL-PLD-COP-CAM-173,CL-PLD-COP-CAM-173,10.152.31.24,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-173,location:MAMPARA IL-FORMO NVL M3"
CL-PLD-COP-CAM-176,CL-PLD-COP-CAM-176,10.152.30.88,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-176,location:MAMPARA NVL P3"
CL-PLD-COP-CAM-177,CL-PLD-COP-CAM-177,10.152.30.101,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-177,location:MAMPARAS PASILLO J Y H NVL P3"
CL-PLD-COP-CAM-178,CL-PLD-COP-CAM-178,10.152.30.102,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-178,location:RAMPLA NVL -2 P3-24"
CL-PLD-COP-CAM-180,CL-PLD-COP-CAM-180,10.152.31.201,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-180,location:DOMO ALFA 4 P HURTADO CU03"
CL-PLD-COP-CAM-181,CL-PLD-COP-CAM-181,10.152.30.136,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-181,location:DOMO LA FERIA NVL M1"
CL-PLD-COP-CAM-182,CL-PLD-COP-CAM-182,10.152.30.157,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-182,location:PASILLO NVL M1"
CL-PLD-COP-CAM-183,CL-PLD-COP-CAM-183,10.152.31.156,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-183,location:DOMO PATIO DE COMIDA NVL M3"
CL-PLD-COP-CAM-184,CL-PLD-COP-CAM-184,10.152.31.67,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-184,location:PLAZA CENTRAL NVL M1"
CL-PLD-COP-CAM-187,CL-PLD-COP-CAM-187,10.152.31.183,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-187,location:CAJEROS NVL M3"
CL-PLD-COP-CAM-188,CL-PLD-COP-CAM-188,10.152.30.48,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-188,location:EXTERIOR BANCO FALABELLA"
CL-PLD-COP-CAM-189,CL-PLD-COP-CAM-189,10.152.31.118,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-189,location:ASCENSOR A10"
CL-PLD-COP-CAM-190,CL-PLD-COP-CAM-190,10.152.31.33,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-190,location:Bicicletero Nivel -1"
CL-PLD-COP-CAM-191,CL-PLD-COP-CAM-191,10.152.31.141,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-191,location:PADRE HURTADO SUR"
CL-PLD-COP-CAM-192,CL-PLD-COP-CAM-192,10.152.31.142,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-192,location:TUNEL PADRE HURTADO SUR"
CL-PLD-COP-CAM-193,CL-PLD-COP-CAM-193,10.152.30.121,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-193,location:MAMPARAS CHILIS NVL M3"
CL-PLD-COP-CAM-195,CL-PLD-COP-CAM-195,10.152.30.137,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-195,location:ESCALERAS PATIO DE COMIDAS NVL M3"
CL-PLD-COP-CAM-196,CL-PLD-COP-CAM-196,10.152.30.144,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-196,location:PASILLO AMERICANINO NVL M3 - 09"
CL-PLD-COP-CAM-197,CL-PLD-COP-CAM-197,10.152.30.146,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-197,location:ESCALAS ELECTRICAS NVL M3"
CL-PLD-COP-CAM-199,CL-PLD-COP-CAM-199,10.152.30.168,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-199,location:BURBUJAS CORY NVL M1"
CL-PLD-COP-CAM-200,CL-PLD-COP-CAM-200,10.152.31.205,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-200,location:MODULO DIVOON NVL M1-22"
CL-PLD-COP-CAM-201,CL-PLD-COP-CAM-201,10.152.31.106,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-201,location:ENTRADA TUNEL COLON"
CL-PLD-COP-CAM-202,CL-PLD-COP-CAM-202,10.152.31.105,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-202,location:TUNEL COLON ENTRADA"
CL-PLD-COP-CAM-203,CL-PLD-COP-CAM-203,10.152.31.104,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-203,location:TUNEL COLON ENTRADA"
CL-PLD-COP-CAM-204,CL-PLD-COP-CAM-204,10.152.31.109,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-204,location:PADRE HURTADO N VISION ENTRADA"
CL-PLD-COP-CAM-205,CL-PLD-COP-CAM-205,10.152.31.108,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-205,location:PADRE HURTADO N TUNEL"
CL-PLD-COP-CAM-206,CL-PLD-COP-CAM-206,10.152.31.107,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-206,location:PADRE HURTADO N VISION SALIDA"
CL-PLD-COP-CAM-207,CL-PLD-COP-CAM-207,10.152.30.29,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-207,location:PASILLO NVL P2"
CL-PTR-PK-SW-11,CL-PTR-PK-SW-11,10.124.2.13,"CL-PTR-PK, switch","modelo:2930F-24G-PoE+-4SFP+, marca:aruba, red:parking"
CL-PLD-COP-CAM-209,CL-PLD-COP-CAM-209,10.152.30.86,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-209,location:DOMO TOTTUS NVL M0"
CL-PLD-COP-CAM-210,CL-PLD-COP-CAM-210,10.152.30.90,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-210,location:CAM M2-03"
CL-PLD-COP-CAM-212,CL-PLD-COP-CAM-212,10.152.30.89,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-212,location:ASCENSORES NVL P4"
CL-PLD-COP-CAM-213,CL-PLD-COP-CAM-213,10.152.30.85,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-213,location:PASILLO G NVL P4"
CL-PLD-COP-CAM-215,CL-PLD-COP-CAM-215,10.152.30.41,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-215,location:PASILLO SALA BOMBAS NVL P5"
CL-PLD-COP-CAM-216,CL-PLD-COP-CAM-216,10.152.30.49,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-216,location:MAMPARAS NVL P5"
CL-PLD-COP-CAM-218,CL-PLD-COP-CAM-218,10.152.30.112,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-218,location:SALIDA DE EMERGENCIA NVL P5"
CL-PLD-COP-CAM-219,CL-PLD-COP-CAM-219,10.152.30.70,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-219,location:PASILLO NVL P5"
